FB,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nom Produit,,,,,,,,Rotor,,Moteur,,Shaft,,,,,,,,,,,,,,,,,,,,,
,,ID,Marque,Réference,Gamme,Sous-Gamme,Classe,Date de Sortie,KV,Poids,Hauteur,Diametre,Hauteur,Diametre,Diammetre Shaft,Longeur Shaft,Type Shaft,Vis Hélice,Fixation,Entraxe de Fixation,Tension Lipo,Lipo Voltage,Longueur Cable,Type cable,Puissance,Conso Statique,Conso Full,Esc recommandé,Hélice recommandé,Amperage Max,Utilisation,Résistance,Aimant,Configuration,Lien Officiel,IMG
,,HOBB-2826-980,HOBBYKING,TURNIGY AERODRIVE SK3 2826,,,2826,,980,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2826-1130,HOBBYKING,TURNIGY AERODRIVE SK3 2826,,,2826,,1130,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2826-1500,HOBBYKING,TURNIGY AERODRIVE SK3 2826,,,2826,,1500,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2826-980,HOBBYKING,TURNIGY AERODRIVE SK3 2826,,,2826,,980,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2826-1240,HOBBYKING,TURNIGY AERODRIVE SK3 2826,,,2826,,1240,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2830-920,HOBBYKING,TURNIGY AERODRIVE SK3 2830,,,2830,,920,,30,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2830-1130,HOBBYKING,TURNIGY AERODRIVE SK3 2830,,,2830,,1130,,30,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2830-1020,HOBBYKING,TURNIGY AERODRIVE SK3 2830,,,2830,,1020,,30,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2830-1020,HOBBYKING,TURNIGY AERODRIVE SK3 2830,,,2830,,1020,,30,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2830-920,HOBBYKING,TURNIGY AERODRIVE SK3 2830,,,2830,,920,,30,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2836-1500,HOBBYKING,TURNIGY AERODRIVE SK3 2836,,,2836,,1500,,36,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2836-1040,HOBBYKING,TURNIGY AERODRIVE SK3 2836,,,2836,,1040,,36,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2836-2500,HOBBYKING,TURNIGY AERODRIVE SK3 2836,,,2836,,2500,,36,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3530-1150,HOBBYKING,TURNIGY AERODRIVE SK3 3530,,,3530,,1150,,30,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3530-1340,HOBBYKING,TURNIGY AERODRIVE SK3 3530,,,3530,,1340,,30,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3530-1460,HOBBYKING,TURNIGY AERODRIVE SK3 3530,,,3530,,1460,,30,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3530-1460,HOBBYKING,TURNIGY AERODRIVE SK3 3530,,,3530,,1460,,30,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3530-1150,HOBBYKING,TURNIGY AERODRIVE SK3 3530,,,3530,,1150,,30,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3536-1050,HOBBYKING,TURNIGY AERODRIVE SK3 3536,,,3536,,1050,,36,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3536-1400,HOBBYKING,TURNIGY AERODRIVE SK3 3536,,,3536,,1400,,36,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3536-1200,HOBBYKING,TURNIGY AERODRIVE SK3 3536,,,3536,,1200,,36,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3536-1400,HOBBYKING,TURNIGY AERODRIVE SK3 3536,,,3536,,1400,,36,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3536-1050,HOBBYKING,TURNIGY AERODRIVE SK3 3536,,,3536,,1050,,36,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3542-1250,HOBBYKING,TURNIGY AERODRIVE SK3 3542,,,3542,,1250,,42,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3542-1000,HOBBYKING,TURNIGY AERODRIVE SK3 3542,,,3542,,1000,,42,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3542-1250,HOBBYKING,TURNIGY AERODRIVE SK3 3542,,,3542,,1250,,42,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3542-1185,HOBBYKING,TURNIGY AERODRIVE SK3 3542,,,3542,,1185,,42,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3542-1185,HOBBYKING,TURNIGY AERODRIVE SK3 3542,,,3542,,1185,,42,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3542-800,HOBBYKING,TURNIGY AERODRIVE SK3 3542,,,3542,,800,,42,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3542-1000,HOBBYKING,TURNIGY AERODRIVE SK3 3542,,,3542,,1000,,42,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3542-800,HOBBYKING,TURNIGY AERODRIVE SK3 3542,,,3542,,800,,42,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3548-700,HOBBYKING,TURNIGY AERODRIVE SK3 3548,,,3548,,700,,48,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3548-840,HOBBYKING,TURNIGY AERODRIVE SK3 3548,,,3548,,840,,48,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3548-1050,HOBBYKING,TURNIGY AERODRIVE SK3 3548,,,3548,,1050,,48,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3548-840,HOBBYKING,TURNIGY AERODRIVE SK3 3548,,,3548,,840,,48,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3548-1050,HOBBYKING,TURNIGY AERODRIVE SK3 3548,,,3548,,1050,,48,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-4240-740,HOBBYKING,TURNIGY AERODRIVE SK3 4240,,,4240,,740,,40,42,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-4240-530,HOBBYKING,TURNIGY AERODRIVE SK3 4240,,,4240,,530,,40,42,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-4240-620,HOBBYKING,TURNIGY AERODRIVE SK3 4240,,,4240,,620,,40,42,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-4250-410,HOBBYKING,TURNIGY AERODRIVE SK3 4250,,,4250,,410,,50,42,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-4250-350,HOBBYKING,TURNIGY AERODRIVE SK3 4250,,,4250,,350,,50,42,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-4250-500,HOBBYKING,TURNIGY AERODRIVE SK3 4250,,,4250,,500,,50,42,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-5045-450,HOBBYKING,TURNIGY AERODRIVE SK3 5045,,,5045,,450,,45,50,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-5045-660,HOBBYKING,TURNIGY AERODRIVE SK3 5045,,,5045,,660,,45,50,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-5045-500,HOBBYKING,TURNIGY AERODRIVE SK3 5045,,,5045,,500,,45,50,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-5055-280,HOBBYKING,TURNIGY AERODRIVE SK3 5055,,,5055,,280,,55,50,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-5055-320,HOBBYKING,TURNIGY AERODRIVE SK3 5055,,,5055,,320,,55,50,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-5055-380,HOBBYKING,TURNIGY AERODRIVE SK3 5055,,,5055,,380,,55,50,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-5055-430,HOBBYKING,TURNIGY AERODRIVE SK3 5055,,,5055,,430,,55,50,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-5065-275,HOBBYKING,TURNIGY AERODRIVE SK3 5065,,,5065,,275,,65,50,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-5065-236,HOBBYKING,TURNIGY AERODRIVE SK3 5065,,,5065,,236,,65,50,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-5065-320,HOBBYKING,TURNIGY AERODRIVE SK3 5065,,,5065,,320,,65,50,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-6354-260,HOBBYKING,TURNIGY AERODRIVE SK3 6354,,,6354,,260,,54,63,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-6364-213,HOBBYKING,TURNIGY AERODRIVE SK3 6364,,,6364,,213,,64,63,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-6364-190,HOBBYKING,TURNIGY AERODRIVE SK3 6364,,,6364,,190,,64,63,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-6374-192,HOBBYKING,TURNIGY AERODRIVE SK3 6374,,,6374,,192,,74,63,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-6374-149,HOBBYKING,TURNIGY AERODRIVE SK3 6374,,,6374,,149,,74,63,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3730-1000,HOBBYKING,TURNIGY AIR 3730,,,3730,,1000,,30,37,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--730,HOBBYKING,TURNIGY AQUASTAR,,,,,730,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--1280,HOBBYKING,TURNIGY AQUASTAR,,,,,1280,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2842-2800,HOBBYKING,TURNIGY AQUASTAR 2842,,,2842,,2800,,42,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3650-3500,HOBBYKING,TURNIGY AQUASTAR 3650,,,3650,,3500,,50,36,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3660-1460,HOBBYKING,TURNIGY AQUASTAR 3660,,,3660,,1460,,60,36,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3660-1700,HOBBYKING,TURNIGY AQUASTAR 3660,,,3660,,1700,,60,36,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3720-1500,HOBBYKING,TURNIGY AQUASTAR 3720,,,3720,,1500,,20,37,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3974-2200,HOBBYKING,TURNIGY AQUASTAR 3974,,,3974,,2200,,74,39,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-4084-620,HOBBYKING,TURNIGY AQUASTAR 4084,,,4084,,620,,84,40,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-4084-1050,HOBBYKING,TURNIGY AQUASTAR 4084,,,4084,,1050,,84,40,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2203-1400,HOBBYKING,TURNIGY AX-2203C,,,2203,,1400,,03,22,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2204-1450,HOBBYKING,TURNIGY AX-2204C,,,2204,,1450,,04,22,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--150,HOBBYKING,TURNIGY CA120,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--160,HOBBYKING,TURNIGY CA80,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--12000,HOBBYKING,TURNIGY D0703,,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--10000,HOBBYKING,TURNIGY D0703,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--8000,HOBBYKING,TURNIGY D0703,,,,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-1206-4000,HOBBYKING,TURNIGY D1306,,,1206,,4000,,06,12,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2006-2400,HOBBYKING,TURNIGY D2006,,,2006,,2400,,06,20,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2006-2400,HOBBYKING,TURNIGY D2006,,,2006,,2400,,06,20,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2008-2300,HOBBYKING,TURNIGY D2008,,,2008,,2300,,08,20,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2205-2600,HOBBYKING,TURNIGY D2205,,,2205,,2600,,05,22,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2205-2300,HOBBYKING,TURNIGY D2205,,,2205,,2300,,05,22,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2205-2600,HOBBYKING,TURNIGY D2205,,,2205,,2600,,05,22,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2206-2600,HOBBYKING,TURNIGY D2206,,,2206,,2600,,06,22,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2206-2600,HOBBYKING,TURNIGY D2206,,,2206,,2600,,06,22,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2206-2300,HOBBYKING,TURNIGY D2206,,,2206,,2300,,06,22,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2826-2000,HOBBYKING,TURNIGY D2826,,,2826,,2000,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2826-1100,HOBBYKING,TURNIGY D2826,,,2826,,1100,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2830-1100,HOBBYKING,TURNIGY D2830,,,2830,,1100,,30,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-5035-125,HOBBYKING,TURNIGY D5035,,,5035,,125,,35,50,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--290,HOBBYKING,TURNIGY G160,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--870,HOBBYKING,TURNIGY G25,,,,,870,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--600,HOBBYKING,TURNIGY G32,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--620,HOBBYKING,TURNIGY HOTLINER DT38,,,,,620,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2210-1650,HOBBYKING,TURNIGY L2210,,,2210,,1650,,10,22,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2210-1400,HOBBYKING,TURNIGY L2210,,,2210,,1400,,10,22,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2210-1230,HOBBYKING,TURNIGY L2210,,,2210,,1230,,10,22,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2210-1650,HOBBYKING,TURNIGY L2210A,,,2210,,1650,,10,22,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2210-1200,HOBBYKING,TURNIGY L2210C,,,2210,,1200,,10,22,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2815-2700,HOBBYKING,TURNIGY L2815H,,,2815,,2700,,15,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2855-2800,HOBBYKING,TURNIGY L2855,,,2855,,2800,,55,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3020-600,HOBBYKING,TURNIGY L3020B,,,3020,,600,,20,30,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-5055-600,HOBBYKING,TURNIGY L5055B,,,5055,,600,,55,50,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3010-1300,HOBBYKING,TURNIGY LB3010B,,,3010,,1300,,10,30,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2816-1350,HOBBYKING,TURNIGY LD2816A,,,2816,,1350,,16,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2840-1800,HOBBYKING,TURNIGY LD2840A,,,2840,,1800,,40,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3508-580,HOBBYKING,TURNIGY MULTISTAR 3508,,,3508,,580,,08,35,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-4220-650,HOBBYKING,TURNIGY MULTISTAR 4220,,,4220,,650,,20,42,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-4220-880,HOBBYKING,TURNIGY MULTISTAR 4220,,,4220,,880,,20,42,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-4225-610,HOBBYKING,TURNIGY MULTISTAR 4225,,,4225,,610,,25,42,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-4225-390,HOBBYKING,TURNIGY MULTISTAR 4225,,,4225,,390,,25,42,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-9225-90,HOBBYKING,TURNIGY MULTISTAR 9225,,,9225,,90,,25,92,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-9225-160,HOBBYKING,TURNIGY MULTISTAR 9225,,,9225,,160,,25,92,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-9235-100,HOBBYKING,TURNIGY MULTISTAR 9235,,,9235,,100,,35,92,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--150,HOBBYKING,TURNIGY ROTOMAX,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--167,HOBBYKING,TURNIGY ROTOMAX,,,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--280,HOBBYKING,TURNIGY ROTOMAX,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--172,HOBBYKING,TURNIGY ROTORMAX,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--231,HOBBYKING,TURNIGY ROTORMAX,,,,,231,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3659-1900,HOBBYKING,TURNIGY SK3 FANDRIVE 3659 EDF,,,3659,,1900,,59,36,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-6354-140,HOBBYKING,TURNIGY SK8 6354,,,6354,,140,,54,63,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-6354-260,HOBBYKING,TURNIGY SK8 6354,,,6354,,260,,54,63,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-6354-200,HOBBYKING,TURNIGY SK8 6354,,,6354,,200,,54,63,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-6364-190,HOBBYKING,TURNIGY SK8 6364,,,6364,,190,,64,63,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-6364-110,HOBBYKING,TURNIGY SK8 6364,,,6364,,110,,64,63,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-6374-149,HOBBYKING,TURNIGY SK8 6374,,,6374,,149,,74,63,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-6374-192,HOBBYKING,TURNIGY SK8 6374,,,6374,,192,,74,63,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-6374-130,HOBBYKING,TURNIGY SK8 6374,,,6374,,130,,74,63,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--880,HOBBYKING,TURNIGY T600,,,,,880,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--2100,HOBBYKING,TURNIGY TRACKSTAR,,,,,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--4620,HOBBYKING,TURNIGY TRACKSTAR,,,,,4620,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--2400,HOBBYKING,TURNIGY TRACKSTAR,,,,,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--2300,HOBBYKING,TURNIGY TRACKSTAR,,,,,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--2100,HOBBYKING,TURNIGY TRACKSTAR,,,,,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--3750,HOBBYKING,TURNIGY TRACKSTAR,,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--4150,HOBBYKING,TURNIGY TRACKSTAR,,,,,4150,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--1900,HOBBYKING,TURNIGY TRACKSTAR,,,,,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--3520,HOBBYKING,TURNIGY TRACKSTAR,,,,,3520,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--5200,HOBBYKING,TURNIGY TRACKSTAR,,,,,5200,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--3000,HOBBYKING,TURNIGY TRACKSTAR,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--5135,HOBBYKING,TURNIGY TRACKSTAR,,,,,5135,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--4120,HOBBYKING,TURNIGY TRACKSTAR,,,,,4120,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--3040,HOBBYKING,TURNIGY TRACKSTAR,,,,,3040,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--1900,HOBBYKING,TURNIGY TRACKSTAR,,,,,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB--4000,HOBBYKING,TURNIGY TRACKSTAR,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3665-3190,HOBBYKING,TURNIGY XK-3665,,,3665,,3190,,65,36,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-4074-2000,HOBBYKING,TURNIGY XK-4074,,,4074,,2000,,74,40,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-1222-11000,HOBBYKING,TURNIGY XK1222,,,1222,,11000,,22,12,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2030-5800,HOBBYKING,TURNIGY XK2030,,,2030,,5800,,30,20,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2040-4500,HOBBYKING,TURNIGY XK2040,,,2040,,4500,,40,20,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2430-9200,HOBBYKING,TURNIGY XK2430,,,2430,,9200,,30,24,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2430-5300,HOBBYKING,TURNIGY XK2430,,,2430,,5300,,30,24,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2435-4900,HOBBYKING,TURNIGY XK2435,,,2435,,4900,,35,24,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2445-4700,HOBBYKING,TURNIGY XK2445,,,2445,,4700,,45,24,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2845-1980,HOBBYKING,TURNIGY XK2845,,,2845,,1980,,45,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2845-3650,HOBBYKING,TURNIGY XK2845,,,2845,,3650,,45,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2845-2750,HOBBYKING,TURNIGY XK2845,,,2845,,2750,,45,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2850-3580,HOBBYKING,TURNIGY XK2850,,,2850,,3580,,50,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2858-2900,HOBBYKING,TURNIGY XK2858,,,2858,,2900,,58,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2860-2730,HOBBYKING,TURNIGY XK2860,,,2860,,2730,,60,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3650-3050,HOBBYKING,TURNIGY XK3650,,,3650,,3050,,50,36,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3650-3200,HOBBYKING,TURNIGY XK3650,,,3650,,3200,,50,36,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3650-3650,HOBBYKING,TURNIGY XK3650,,,3650,,3650,,50,36,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3650-4450,HOBBYKING,TURNIGY XK3650,,,3650,,4450,,50,36,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3650-4850,HOBBYKING,TURNIGY XK3650,,,3650,,4850,,50,36,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3650-5400,HOBBYKING,TURNIGY XK3650,,,3650,,5400,,50,36,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3650-10500,HOBBYKING,TURNIGY XK3650,,,3650,,10500,,50,36,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3650-3900,HOBBYKING,TURNIGY XK3650,,,3650,,3900,,50,36,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3665-2300,HOBBYKING,TURNIGY XK3665,,,3665,,2300,,65,36,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3665-2100,HOBBYKING,TURNIGY XK3665,,,3665,,2100,,65,36,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3665-2680,HOBBYKING,TURNIGY XK3665,,,3665,,2680,,65,36,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3674-2200,HOBBYKING,TURNIGY XK3674,,,3674,,2200,,74,36,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3674-1650,HOBBYKING,TURNIGY XK3674,,,3674,,1650,,74,36,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3674-1900,HOBBYKING,TURNIGY XK3674,,,3674,,1900,,74,36,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3674-1400,HOBBYKING,TURNIGY XK3674,,,3674,,1400,,74,36,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2212-1400,HOBBYKING,VOLANTEX RANGER 2212,,,2212,,1400,,12,22,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2040-4800,HOBBYKING,WATERCOOLED 2040SL,,,2040,,4800,,40,20,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-2848-3900,HOBBYKING,WATERCOOLED 2848L,,,2848,,3900,,48,28,,,,,,,,,,,,,,,,,,,,,,,,
,,HOBB-3660-3180,HOBBYKING,WATERCOOLED 3660L,,,3660,,3180,,60,36,,,,,,,,,,,,,,,,,,,,,,,,
,,HOMF-1104-6500,HOMFPV,1104,,,1104,,6500,,04,11,,,,,,,,,,,,,,,,,,,,,,,,
,,HOMF-1404-2900,HOMFPV,1404,,,1404,,2900,,04,14,,,,,,,,,,,,,,,,,,,,,,,,
,,HOMF-1404-4500,HOMFPV,1404,,,1404,,4500,,04,14,,,,,,,,,,,,,,,,,,,,,,,,
,,IFLI-1108-1108,IFLIGHT,BEEMOTOR 1108,,,1108,,1108,,08,11,,,,,,,,,,,,,,,,,,,,,,,,
,,IFLI-1108-5000,IFLIGHT,BEEMOTOR 1108,,,1108,,5000,,08,11,,,,,,,,,,,,,,,,,,,,,,,,
,,IFLI-1108-6000,IFLIGHT,BEEMOTOR 1108,,,1108,,6000,,08,11,,,,,,,,,,,,,,,,,,,,,,,,
,,IFLI-8108-105,IFLIGHT,EX8108,,,8108,,105,,08,81,,,,,,,,,,,,,,,,,,,,,,,,
,,IFLI-1204-4500,IFLIGHT,XING 1204,,,1204,,4500,,04,12,,,,,,,,,,,,,,,,,,,,,,,,
,,IFLI-1204-6500,IFLIGHT,XING 1204,,,1204,,6500,,04,12,,,,,,,,,,,,,,,,,,,,,,,,
,,IFLI-1303-5000,IFLIGHT,XING 1303,,,1303,,5000,,03,13,,,,,,,,,,,,,,,,,,,,,,,,
,,IFLI-2005-1900,IFLIGHT,XING 2005,,,2005,,1900,,05,20,,,,,,,,,,,,,,,,,,,,,,,,
,,IFLI-2005-2550,IFLIGHT,XING 2005,,,2005,,2550,,05,20,,,,,,,,,,,,,,,,,,,,,,,,
,,IFLI-2203.5-1900,IFLIGHT,XING 2203.5,,,2203.5,,1900,,.5,22,,,,,,,,,,,,,,,,,,,,,,,,
